Mata Pelajaran_clean,Soal_clean,Jawaban_clean,Keterangan_clean,Skor
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik yaitu kita bekerja sama saling membantu dan tenaga dari fisik kita contohnya gotong royong membersihkan selokan itu merupakan tujuan bersama dengan masyarakat oleh karena itu gotong royong fisik sangat diperlukan agar dapat mencapai tujuan gotong royong non fisik yaitu contohnya seperti gotong royong tolong menolong misalnya lewat hp kita membantu teman yang sedang kesusahan untuk memahami materi sehingga dia belum bisa mengerjakan tugas yang diberikan oleh gurunya nah kita sebagai teman bisa menyikapinya dengan gotong royong non fisik misal kita selesaikan materi tersebut kepada teman kita lewat hp agar dia sedikit faham sehingga bisa mengerjakan tugasnya,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik merupakan gotong royong yang dilakukan di lingkungan masyarakat gotong royong nonfisik merupakan gotong royong yang dilakukan di dalam pekerjaan,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik merupakan keterlibatan fisik terhadap kegiatan yang dilakukan bersama contohnya bersih bersih desa gotong royong non fisik merupakan kegiatan bersama yang tidak melibatkan fisik contohnya bertukar ide saran dan pendapat,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,contohnya membangun rumah alat mesin berat dan kerja bakti,jawaban siswa,0.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik seperti melakukan kerja bakti di lingkungan contohnya membersihkan suatu lingkungan dengan bantuan tenaga gotong royon non fisik mungkin seperti bekerja kelompok dalam sekolah atau kelas pada waktu pembelajaran yang hanya dilakukan oleh pikiran tidak menggunakan tenaga,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik yaitu melakukannya dengn cara memakan tenaga seperti membersihkan lingkungan sekitar gotong royong non fisik yaitu melakukannya dengan cara yang tidak memakan tenaga dan waktu,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik itu gotong royong yang agak melelehkan atau berat sedangkan gotong royong non fisik itu gotong royong yang tidak berat dan ringan,jawaban siswa,0.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik yaitu bekerja sama menggunakan anggota badan yang kita miliki gotong royong nonfisik yaitu kebalikan dari gotong royong fisik bisa jadi kita bekerja sama mengumpulkan uang untuk membantu anak anak yatim dan korban bencana alam,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik yang berarti gotong royong dengan menggunakan fisik atau tenaga gotong royong non fisik berarti gotong royong yang tidak menggunakan tenaga contoh gotong royong fisik yaitu membangun masjid contoh gotong royong non fisik yaitu ikut menyuarakan suatu pendapat,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,fisik dilakukan secara langsung contohnya bersih besih bersama atau kerja bakti non fisik tidak dilakukan secara langsung contohnya mengumpulkan dana talangan,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik contohnya membersihkan masjid gotong royong nonfisik contohnya bermusyawarah menyelesaikan masalah bersama masyarakat,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,fisik dilakukan secara langsung contohnya seperti membersihkan lingkungan bersama nonfisik yang tidak dilakukan secara langsung contohnya yang masih dirundingkan,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik adalah dimana kita harus ngerjain dengan manual gotong royong non fisik adalah dengan mesin potong potong rumput,jawaban siswa,0.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik dan non fisik fisik yaitu yang melibatkan tenaga dan ikut serta dalam kegiatan tersebut contoh hadir dalam kegiatan tersebut dan ikut berpartisipasi dalam gotong royong non fisik yaitu tidak melibatkan tenaga ataupun ikut hadir mengikkuti kegiatan contoh memberikan ide atau saran,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong secara fisik yaitu seperti membersihkan lingkungan masyarakat bersama sama atau offline secara langsung nonfisik yaitu seperti membuat laporan apapun lewat hp atau online,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik yaitu dengan kita membantu menggunakan fisik kita sendiri atau dengan tenaga kita contohnya membersihkan selokan bersama gotong royong non fisik yaitu kita tidak menggunakan fisik kita melainkan membantu dengan cara kita menyumbangkan uang kepada masjid yang sedang proses pembangunan,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik contohnya membersihkan lingkungan,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,fisik contohnya kerja bakti menyapu bersama non fisik contohnya membantu dengan cara lisan,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong dalam kebiasaan fisik biasanya dilakukan dengan menggunakan fisik seperti gotong royong kerja bakti lingkungan sekitar sedangkan non fisik dilakukan diluar itu karena bukan cuman dilakukan aktivitas fisik melainkan juga untuk cerminan diri atau pencerminan kepribadian gotong royong dalam pemikiran otak dan kedewasaan,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik yaitu gotong royong yang menggunakan tenaga contoh kerja bakti dalam masyarakat maupun dalam sekolahan gotong royong non fisik yaitu gotong royong yang tida memerlukan tenaga tetapi memerlukan fikiran atau keputusan dalam anggota contohnya kerja kelompok pada saat membelajaran pemilihan ketua kelas pemilihan rt atau rw,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,fisik merupakan gotong royong secara fisik yaitu bekerja sama secara nyata dan saling membantu nonfisik yaitu seperti memakai alat teknologi sekarang atau alat alat canggih yang diperlukan,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik ialah yang dilakukan secara langsung di tkp contohnya membersihkan selokan lapangan dan masih banyak lagi yang lainnya gotong royong non fisik ialah gotong royong yang dilakukan tidak secara langsung yang dilakukan tidak menggunakan fisik contoh bergotong royong mengumpulkan donasi untuk bencana,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong bukan cuma membantu bersih bersih kampung gotong royong fisik yaitu nyata di dunia nyata langsung bertatap muka dengan orang lain gotong royong nonfisik yaitu secara tidak langsung contoh kerja kelompok dengan mencari jawaban di hp,jawaban siswa,5.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik adalah gotong royong yang dilakukan di tkp contohnya kerja bakti membersihkan masjid desa memotong rumput dan pengambilan sampah dalam selokan gotong royong non fisik yaitu melakukan tidak secara langsung contohnya mengumpulkan dana untuk donasi baksos,jawaban siswa,10.0
pendidikan pancasila,konsep gotong royong mengandung makna bekerja sama secara nyata baik secara fisik maupun nonfisik jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik berikan contohnya,gotong royong fisik yakni bekerja sama yang melibatkan tenaga contohnya gotong royong membersihkan sekolah gotong royong nonfisik yakni gotong royong yang tidak menggunakan tenaga contohnya kerja kelompok,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,mengandung dua unsur pertama keberagaman yaitu berbedanya berbagai khas suku budaya kedua kesatuan yaitu walau begitu tetapi tetap bangsa indonesia,jawaban siswa,10.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman berberagam macam ras agama suku antar anggota meskipun berbeda beda dan bermacam keberagaman kita harus menjadikan bangsa indonesia ini menjadi negara kesatuan bersatu dari sabang sampai merauke,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,bhinneka tunggal ika memiliki dua unsur yaitu keberagaman yang artinya indonesia memiliki suku bangsa dan agama masing masing dan kesatuan itu adalah suatu bentuk persatuan antara mereka yang berbeda jadi meskipun kita beda suku bangsa dan agama kita harus tetap bersatu dlam republik indonesia,jawaban siswa,10.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yaitu kita memiliki berbagai perbedaan berbeda ras suku keyakinan bahasa kesatuan yaitu tetapi kita tetap menjadi satu,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,yang berarti keberagaman manusia secara bisa di katakan berbeda mulai dari agama bangsa dan berpulau pulau dengan kesatuan semuanya maupun seperti apa beda tetapi tetap ada komunikasi maka itulah bisa di sebut indonesia,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yang berbeda tapi tetap satu jua bersatu kesatuan,jawaban siswa,0.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yaitu yang berarti beragam yaitu berbeda beda kesatuan yaitu tujuan yang sama,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yaitu bermakan tentang banyaknya suku atau budaya yang ada di indonesia kesatuan yaitu bermakna tentang walaupun di negeri ini ada banyak suku dan budaya yang berbeda tetapi tetap bersatu,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman yaitu kita memiliki perbedaan ras suku bangsa kesatuan yaitu kita meskipun berbeda ras suku bangsa tetapi kita tetap bersatu,jawaban siswa,5.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman agama suku bahasa ras budaya daerah dan lain lain merupakan kesatuan bagi bangsa indonesia,jawaban siswa,10.0
pendidikan pancasila,makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa indonesia kalimat bhinneka tunggal ika mengandung dua unsur yaitu keberagaman dan kesatuan jelaskan,keberagaman bhinneka dan kesatuan tunggal ika dalam kitab kakawin sutasoma karya mpu tantular kedua unsur ini seimbang dan saling melengkapi,jawaban siswa,5.0
